id,total_distance,avg_speed,max_speed,frames_tracked,time_tracked
1,82.91260467044837,71.47638333659341,181.97063065634453,29,1.72
2,508.2679361942569,124.57547455741592,287.44992523797464,102,4.04
3,365.4269551412769,111.41065705526734,260.8620592015398,82,3.56
5,57.510417189232825,68.46478236813432,157.61469525508554,21,0.88
6,158.69803436738724,158.69803436738724,371.1268782347392,25,0.96
7,125.73592308106109,84.95670478450073,212.9047855564035,37,1.68
8,290.5801400998183,125.25006038785271,451.3886100707738,58,2.36
9,182.9772118969387,123.63325128171535,242.85446139771588,37,1.56
17,67.84043787002247,42.400273668764044,139.31414799071706,40,2.84
30,47.752040850454726,54.26368278460764,145.00790235555652,22,0.9200000000000002
32,47.3852722183611,31.1745211962902,86.03175517371204,38,2.2800000000000002
40,105.48040011784924,62.78595245110074,165.24466136047033,42,1.8399999999999999
52,83.23148140551832,94.58122886990719,234.18630982789685,22,0.8799999999999999
64,530.1681950029255,254.88855528986804,496.5102636335595,52,2.8
66,703.6376282428164,254.9411696531943,472.740314282861,69,2.88
68,268.1679936111594,257.85384001073015,492.5694609878792,26,2.3999999999999995
70,250.54628593131264,169.2880310346707,453.66209115782493,37,1.6799999999999997
75,247.09707424256223,187.1947532140623,450.27411074462987,33,1.6000000000000005
77,267.3263955467814,83.53949860836919,302.4567840424076,80,3.16
78,201.847254115812,67.28241803860399,419.46138039009037,75,2.959999999999999
79,148.75703684412352,46.486574013788605,213.82628608503222,80,3.16
80,81.64416943899788,30.464242327984287,291.6790305069633,67,3.4800000000000004
81,98.0784240828237,51.08251254313734,257.12399094662226,48,2.879999999999999
83,139.01741196949982,53.46823537288454,365.0959211144352,65,2.639999999999999
84,166.44059830556205,52.01268697048814,316.7814560333839,80,3.16
85,76.59794328506109,91.18802772031083,420.27755564844034,21,1.3599999999999994
117,292.8012831908902,228.75100249288298,442.40913905995063,32,2.639999999999999
118,591.5080625277616,211.25287947420057,498.67612609776353,70,4.559999999999999
142,345.4245713058766,159.9187830119799,472.5503973530957,54,2.799999999999999
149,233.4816224026598,142.3668429284511,404.70572981528045,41,2.1599999999999984
157,267.50210321196033,133.75105160598017,361.1971580134831,50,2.0
158,226.43878425310714,115.52999196587099,259.0498532502054,49,1.9199999999999982
366,959.7018393258644,161.0237985446081,486.6971216686859,149,6.0
367,381.18710146629485,130.54352789941603,434.1044373574037,73,2.879999999999999
372,184.3751482506659,92.18757412533294,245.49952939748917,50,2.4800000000000004
376,265.3546565159667,103.6541627015495,274.86469383241393,64,2.6400000000000006
384,88.0223631155954,75.88134751344431,231.3804703280789,29,1.759999999999998
385,145.79383813106116,95.91699877043497,336.6918512647849,38,1.5999999999999979
387,235.64021614218046,159.21636225823005,377.56576064744485,37,1.4800000000000004
404,145.72883386731584,130.11503023867485,394.9497854983367,28,2.84
419,230.91411394164462,164.93865281546044,460.95089409060915,35,1.759999999999998
422,76.63010816923666,59.867272007216144,205.77454257719498,32,2.0400000000000027
423,282.1801658460249,176.36260365376558,405.8244959317586,40,1.879999999999999
430,276.5712059811137,150.31043803321396,310.1943577109172,46,2.1999999999999993
446,303.1871583296104,222.93173406589,491.8324401175808,34,3.5199999999999996
458,232.5949425703412,215.36568756513074,474.44289796264263,27,1.4400000000000013
459,268.2163888446878,279.39207171321647,486.8203991553547,24,1.1600000000000001
516,168.61961598110523,183.28219128381005,442.88665893570374,23,1.6400000000000006
627,377.8060146739683,185.19902680096484,470.15841168541954,51,2.0800000000000054
628,410.4063991936457,160.31499968501785,395.6591362254421,64,3.1600000000000037
654,175.4013520545473,208.81113339827056,476.8932094424618,21,0.7999999999999972
658,198.94082078742358,142.10058627673112,365.465960157162,35,1.3599999999999994
663,370.1237167869262,205.62428710384788,477.2968119917089,45,1.8000000000000043
667,327.4775721113491,186.0668023359938,399.22985420838717,44,3.0
677,116.25871647861356,107.64695970241998,267.8083306082545,27,1.1199999999999974
682,643.4272687683795,247.4720264493767,469.9258823481365,65,2.719999999999999
685,239.66799127983563,213.98927792842466,411.88524855358366,28,1.0799999999999983
714,151.6922863350139,180.58605516073084,346.52742209329216,21,0.7999999999999972
730,1328.279990080812,247.81343098522615,495.66024429465,134,7.480000000000004
742,495.0083952968113,242.65117416510358,496.79238833503246,51,4.240000000000002
744,301.15854869121733,163.67312428870508,419.99785335707196,46,2.0
755,233.74062583115455,233.74062583115455,491.7403682030739,25,1.0800000000000054
756,160.72316886373684,191.3371057901629,358.5285888573182,21,1.0799999999999983
760,303.0193835873639,204.74282674821887,429.0284961583448,37,1.6000000000000014
761,229.5341561098553,163.95296864989663,496.05704399180865,35,1.9600000000000009
777,195.74655359707037,203.9026599969483,484.6961293792728,24,0.9200000000000017
778,131.30880267321115,74.60727424614271,397.5228433383129,44,1.8800000000000026
779,354.3539270521778,115.04997631564216,251.61950411992734,77,3.039999999999999
780,255.9690778807232,90.12995700025465,258.0385523669658,71,2.9200000000000017
783,311.06117116455107,199.39818664394298,475.20306726804256,39,1.5600000000000023
785,78.39396196901016,61.24528278828919,216.1737866919975,32,1.3599999999999994
801,53.28841182793869,55.50876232076947,178.56554161014947,24,2.1199999999999974
809,175.10377533479578,121.59984398249708,327.18194849275267,36,1.9600000000000009
828,320.92601483471003,200.57875927169377,422.5487041788663,40,1.5599999999999952
831,166.4828357710781,104.0517723569238,339.5153418712989,40,1.5599999999999952
865,332.9703591880601,224.97997242436495,487.76692840626043,37,2.8400000000000034
881,259.95121305018665,232.0992973662381,456.9166760545744,28,2.240000000000002
941,215.56422830420598,94.54571416851141,214.91219018548446,57,2.319999999999993
942,62.36310822386469,59.964527138331434,102.65274817884591,26,1.0
943,218.78596182180115,118.90541403358758,359.89941190815836,46,3.8399999999999963
944,377.37396387866414,104.8261010774067,311.21185028119754,90,3.559999999999995
945,429.64969019718995,118.0356291750522,428.24482579638277,91,4.039999999999999
946,66.82573909527711,59.665838477925995,132.91359838077997,28,1.1599999999999966
947,67.769270431299,60.508277170802685,189.7640105162556,28,1.2399999999999949
948,129.78611446995433,72.1033969277524,299.11647689411626,45,3.3599999999999994
952,354.8214849050635,113.72483490546908,457.9852330871285,78,3.5600000000000023
953,346.09084658973194,144.20451941238832,343.33885135508365,60,3.6000000000000014
956,277.6697122636339,161.435879223043,356.1141402255736,43,2.0799999999999983
957,479.6202158160477,164.25349856713962,421.5060671657484,73,3.3999999999999986
963,276.30958341272617,132.84114587150296,359.5652745711035,52,2.039999999999999
972,98.17251590497355,111.55967716474267,263.2175866845725,22,1.7999999999999972
979,265.05879002525114,254.86422117812612,477.0008241614163,26,1.3599999999999994
984,116.88930637464577,132.82875724391565,243.39770076447857,22,0.9200000000000017
985,261.7044827815176,172.17400182994575,392.1249296532864,38,2.3600000000000065
1024,256.8567710080035,237.83034352592912,492.609483815927,27,1.519999999999996
1087,67.7818111329879,65.17481839710375,186.02015013517627,26,1.1999999999999957
1093,113.51182261532702,109.14598328396829,433.8142564237853,26,1.1999999999999957
1112,167.17716943207955,144.11824951041342,494.8254023602871,29,1.1199999999999974
1118,179.77884135180756,172.8642705305842,361.4358611358155,26,1.0399999999999991
1119,135.37510895436498,125.34732310589351,398.7573542231412,27,1.0399999999999991
1129,82.32386114443713,82.32386114443712,398.9434184729199,25,0.9600000000000009
1132,79.93278743908428,86.8834646077003,270.5651612431887,23,0.9600000000000009
1139,806.073695961259,255.08661264596807,488.4523294971138,79,5.039999999999999
1145,445.97364105864557,210.36492502766302,443.78456408801475,53,3.039999999999999
1166,260.3403620178142,271.1878771018898,490.1403390745745,24,1.2800000000000011
1176,84.19957853334327,87.7078943055659,315.02101062375993,24,0.9199999999999946
1177,278.2512737702978,84.83270541777374,351.4696141016313,82,3.240000000000009
1178,129.70027110039953,55.905289267413586,446.81287137413193,58,3.1200000000000045
1179,84.232031505862,67.92905766601774,216.11201082236627,31,1.240000000000009
1180,38.92397167291804,19.46198583645902,289.04938844677565,50,2.280000000000001
1182,29.573583455005576,17.603323485122367,81.52247849169973,42,1.6400000000000006
1183,90.53748232857475,78.04955373152995,377.3797205062261,29,2.680000000000007
1185,25.682170993883325,23.779787957299376,113.03469247237916,27,1.9200000000000017
1190,221.7325166385036,128.91425385959514,392.00032322239156,43,1.6800000000000068
1257,572.2707313740862,264.9401534139287,482.8510988620753,54,3.760000000000005
1270,356.7395796674889,212.34498789731484,471.9002529292114,42,2.1200000000000045
1273,287.4200420712077,179.63752629450485,423.4121190371406,40,1.6000000000000085
1275,236.83778596809728,204.17050514491146,436.9978537719369,29,1.3599999999999994
1277,150.78942451584822,150.78942451584822,387.7917363632845,25,0.960000000000008
1281,214.69331077336994,243.96967133337495,402.5433502102015,22,2.1200000000000045
1287,312.957806214143,237.0892471319265,499.74374183165924,33,2.9200000000000017
1288,390.9109318357822,227.27379757894317,488.4194498813521,43,2.5600000000000023
1290,471.7041419107009,218.38154718088006,486.31706356107287,54,2.3599999999999994
1291,178.65242183766222,154.01070848074326,496.3385067358491,29,2.6400000000000006
1294,363.57646733643907,259.6974766688851,483.29442743996685,35,1.7600000000000051
1370,495.4059058869733,213.53702839955747,458.1858942015674,58,3.559999999999988
1371,225.42192552140108,148.30389836934282,380.40708908327304,38,1.519999999999996
1372,373.4204621771421,172.87984360052874,499.466243485182,54,2.5600000000000023
